name,coordinates,local_government,fill_rate,landfill_site,waste_type,total_volume,facility_status,title
渋川地区広域圏清掃センター小野上処分場,"[139.000565, 36.489445]",渋川地区広域市町村圏振興整備組合(群馬県),46,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,95000,埋立中,群馬県渋川市
桐生市広域清掃センター最終処分場,"[139.328796, 36.392406]",桐生市外六か町村広域市町村圏振興整備組合(群馬県),100,山間,破砕ごみ・中間処理残査・焼却残渣,91378,埋立終了,群馬県桐生市広沢町
桐生広域清掃センター最終処分場埋立地,"[139.330566, 36.405277]",桐生市外六か町村広域市町村圏振興整備組合(群馬県),12,平地,破砕ごみ・中間処理残査・焼却残渣,280600,埋立中,群馬県桐生市
大泉町外二町環境衛生施設組合一般廃棄物最終処分場,"[139.404846, 36.247925]",大泉町外二町環境衛生施設組合(群馬県),14,平地,その他・破砕ごみ・中間処理残査・焼却残渣,150000,埋立中,群馬県大泉町
川越市小畔の里クリーンセンター,"[139.463165, 35.916309]",川越市(埼玉県),63,平地,破砕ごみ・中間処理残査・焼却残渣,210000,埋立中,埼玉県川越市小室
熊谷市拾六間一般廃棄物最終処分場,"[139.329147, 36.163754]",熊谷市(埼玉県),41,平地,不燃ごみ・焼却残渣,123038,埋立中,埼玉県熊谷市拾六間１番地
浦和市一般廃棄物最終処分場（うらわフェニックス）,"[139.645584, 35.862011]",浦和市(埼玉県),46,山間,破砕ごみ・中間処理残査・焼却残渣,372700,埋立中,埼玉県さいたま市浦和区
行田市長善沼最終処分場,"[139.479141, 36.139874]",行田市(埼玉県),79,平地,破砕ごみ・中間処理残査・焼却残渣,7334,埋立中,埼玉県行田市長野
所沢市北野一般廃棄物最終処分場,"[139.426437, 35.792984]",所沢市(埼玉県),49,山間,焼却残渣,204000,埋立中,埼玉県所沢市北野一丁目
飯能市一般廃棄物最終処分場,"[139.327621, 35.855656]",飯能市(埼玉県),50,山間,その他・焼却残渣,125075,埋立中,埼玉県飯能市
東松山市西本宿不燃物等埋立地（上流部）,"[139.390366, 36.008156]",東松山市(埼玉県),15,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,139000,埋立中,埼玉県東松山市西本宿
東松山市西本宿不燃物等埋立地,"[139.390366, 36.008156]",東松山市(埼玉県),100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,198294,埋立中,埼玉県東松山市西本宿
狭山市一般廃棄物最終処分場,"[139.412231, 35.853054]",狭山市(埼玉県),70,平地,破砕ごみ・中間処理残査・焼却残渣,63600,埋立中,埼玉県狭山市
羽生市一般廃棄物最終処分場,"[139.548477, 36.172634]",羽生市(埼玉県),100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,8298,埋立終了,埼玉県羽生市
羽生市一般廃棄物最終処分場,"[139.548477, 36.172634]",羽生市(埼玉県),100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,47737,埋立終了,埼玉県羽生市
羽生市一般廃棄物最終処分場,"[139.548477, 36.172634]",羽生市(埼玉県),9,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,77000,埋立中,埼玉県羽生市
深谷市樫合最終処分場,"[139.255142, 36.172455]",深谷市(埼玉県),48,平地,焼却残渣,14521,埋立中,埼玉県深谷市樫合
深谷市柏合最終処分場,"[139.258408, 36.180019]",深谷市(埼玉県),100,平地,焼却残渣,7199,埋立終了,埼玉県深谷市柏合
越谷市一般廃棄物最終処分場,"[139.790833, 35.891109]",越谷市(埼玉県),73,平地,不燃ごみ・破砕ごみ・中間処理残査,60730,埋立中,埼玉県越谷市
入間市一般廃棄物最終処分場,"[139.391113, 35.835835]",入間市(埼玉県),46,平地,焼却残渣,121673,埋立中,埼玉県入間市
八潮市一般廃棄物最終処分場,"[139.839172, 35.822777]",八潮市(埼玉県),0,平地,破砕ごみ・中間処理残査,28700,埋立中,埼玉県八潮市
三郷市一般廃棄物最終処分場,"[139.872284, 35.830151]",三郷市(埼玉県),15,平地,不燃ごみ・破砕ごみ・中間処理残査,38000,埋立中,埼玉県三郷市
坂戸市サツキクリーンセンター,"[139.403061, 35.957222]",坂戸市(埼玉県),6,平地,破砕ごみ・中間処理残査・焼却残渣,205082,埋立中,埼玉県坂戸市
幸手市一般廃棄物最終処分場,"[139.725845, 36.078056]",幸手市(埼玉県),36,平地,破砕ごみ・中間処理残査・焼却残渣,54760,埋立中,埼玉県幸手市
日高市一般廃棄物最終処分場,"[139.339172, 35.90778]",日高市(埼玉県),52,平地,破砕ごみ・中間処理残査・焼却残渣,44300,埋立中,埼玉県日高市
吉川市環境センター最終処分場,"[139.855652, 35.89595]",吉川市(埼玉県),5,平地,破砕ごみ・中間処理残査,51100,埋立中,埼玉県吉川市
妻沼町一般廃棄物最終処分場,"[139.378799, 36.231365]",妻沼町(埼玉県),100,平地,焼却残渣,8022,埋立中,埼玉県熊谷市妻沼
加須市、騎西町衛生施設組合一般廃棄物最終処分場,"[139.601944, 36.13139]",加須市、騎西町衛生施設組合(埼玉県),42,平地,破砕ごみ・中間処理残査・焼却残渣,32600,埋立中,埼玉県加須市
秩父広域市町村圏組合秩父環境衛生センター,"[139.085251, 35.991596]",秩父広域市町村圏組合(埼玉県),66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,189000,埋立中,埼玉県秩父郡
大里広域市町村圏組合立岡部埋没地,"[139.784317, 35.919159]",大里広域市町村圏組合(埼玉県),100,平地,破砕ごみ・中間処理残査,30600,埋立終了,埼玉県越谷市大里
大里広域市町村圏組合熊谷埋没地,"[139.784317, 35.919159]",大里広域市町村圏組合(埼玉県),100,平地,破砕ごみ・中間処理残査,43460,埋立終了,埼玉県越谷市大里
大里広域市町村圏組合妻沼埋没地,"[139.784317, 35.919159]",大里広域市町村圏組合(埼玉県),100,平地,破砕ごみ・中間処理残査,31000,埋立終了,埼玉県越谷市大里
大里広域市町村圏組合深谷埋没地,"[139.784317, 35.919159]",大里広域市町村圏組合(埼玉県),100,平地,破砕ごみ・中間処理残査,25395,埋立終了,埼玉県越谷市大里
埼玉中部環境保全組合一般廃棄物最終処分場（大間第二期）,"[139.496429, 36.117615]",埼玉中部環境保全組合(埼玉県),100,平地,破砕ごみ・中間処理残査・焼却残渣,6918,埋立終了,埼玉県行田市埼玉
大里南部環境福祉一部事務組合大里南部清掃センター千代最終処分場,"[139.784317, 35.919159]",大里南部環境福祉一部事務組合(埼玉県),100,平地,焼却残渣,1426,埋立中,埼玉県越谷市大里
大里南部環境福祉一部事務組合大里南部清掃センター成沢最終処分場,"[139.784317, 35.919159]",大里南部環境福祉一部事務組合(埼玉県),100,平地,焼却残渣,3826,埋立中,埼玉県越谷市大里
蘇我地区廃棄物埋立処分場,"[140.131088, 35.574787]",千葉市(千葉県),100,海面,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,800000,埋立終了,千葉県千葉市中央区蘇我
千葉市下田最終処分場,"[140.106598, 35.60738]",千葉市(千葉県),100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1019648,埋立中,千葉県千葉市
千葉市中田最終処分場,"[140.122833, 35.607414]",千葉市(千葉県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,447800,埋立終了,千葉県千葉市中央区
銚子市廃棄物埋没処分場,"[140.826569, 35.734699]",銚子市(千葉県),100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ,286600,埋立終了,千葉県銚子市
銚子市一般廃棄物最終処分場,"[140.826569, 35.734699]",銚子市(千葉県),77,山間,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,266000,埋立中,千葉県銚子市
館山市一般廃棄物最終処分場,"[139.869965, 34.996559]",館山市(千葉県),60,山間,破砕ごみ・中間処理残査・焼却残渣,119200,埋立中,千葉県館山市
松戸市日暮最終処分場,"[139.963226, 35.786293]",松戸市(千葉県),8,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,35727,埋立中,千葉県松戸市日暮
松戸市印旛最終処分場,"[139.903198, 35.787666]",松戸市(千葉県),100,山間,焼却残渣,47000,埋立中,千葉県松戸市
野田市一般廃棄物最終処分場,"[139.874878, 35.955051]",野田市(千葉県),100,平地,可燃ごみ・不燃ごみ・粗大ごみ,144000,埋立中,千葉県野田市
成田市成田クリーンパーク,"[140.319229, 35.786263]",成田市(千葉県),58,平地,破砕ごみ・中間処理残査・焼却残渣,176000,埋立中,千葉県成田市成田
佐倉市一般廃棄物最終処分場,"[140.223969, 35.723492]",佐倉市(千葉県),100,山間,不燃ごみ・粗大ごみ,148860,埋立終了,千葉県佐倉市
柏市布施最終処分場,"[139.992828, 35.891518]",柏市(千葉県),100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,255000,埋立中,千葉県柏市布施
柏市最終処分場,"[139.975937, 35.867508]",柏市(千葉県),39,平地,焼却残渣,165680,埋立中,千葉県柏市
市原市平蔵一般廃棄物最終処分場Ｂ２地区,"[140.201279, 35.343098]",市原市(千葉県),32,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,336000,埋立中,千葉県市原市平蔵
市原市平蔵一般廃棄物最終処分場Ａ地区,"[140.201279, 35.343098]",市原市(千葉県),100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,112000,埋立終了,千葉県市原市平蔵
市原市平蔵一般廃棄物最終処分場Ｂ１地区,"[140.201279, 35.343098]",市原市(千葉県),100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,237000,埋立終了,千葉県市原市平蔵
鴨川市清掃センター埋立地,"[140.153259, 35.16209]",鴨川市(千葉県),100,山間,焼却残渣,10000,埋立終了,千葉県鴨川市清澄
鎌ヶ谷市一般廃棄物最終処分場,"[140.000839, 35.776943]",鎌ヶ谷市(千葉県),85,平地,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査,58400,埋立中,千葉県鎌ケ谷市
君津市清掃工場最終処分場,"[139.990723, 35.259441]",君津市(千葉県),100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,129950,埋立中,千葉県君津市清和市場
富津市一般廃棄物最終処分場,"[139.898499, 35.294464]",富津市(千葉県),83,海面,破砕ごみ・中間処理残査・焼却残渣,60000,埋立中,千葉県富津市一色
袖ヶ浦市久保田一般廃棄物最終処分場,"[140.003967, 35.451736]",袖ヶ浦市(千葉県),96,山間,不燃ごみ,61276,埋立中,千葉県袖ケ浦市久保田一丁目
袖ケ浦市袖ケ浦クリーンセンター一般廃棄物最終処分場,"[139.955643, 35.4333]",袖ケ浦市(千葉県),74,平地,焼却残渣,22500,埋立中,千葉県袖ケ浦市袖ケ浦駅前
八街市一般廃棄物最終処分場,"[140.318008, 35.665878]",八街市(千葉県),34,山間,可燃ごみ・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,200768,埋立中,千葉県八街市
八街市一般廃棄物最終処分場,"[140.318008, 35.665878]",八街市(千葉県),42,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,205032,埋立中,千葉県八街市
関宿町一般廃棄物最終処分場,"[139.780701, 36.094868]",関宿町(千葉県),100,平地,可燃ごみ・資源・粗大ごみ,27806,埋立終了,千葉県野田市関宿町
関宿町一般廃棄物最終処分場,"[139.780701, 36.094868]",関宿町(千葉県),100,平地,可燃ごみ・資源・粗大ごみ,26400,埋立終了,千葉県野田市関宿町
富里町一般廃棄物最終処分場,"[139.967514, 35.852676]",富里町(千葉県),100,平地,破砕ごみ・中間処理残査・焼却残渣,20754,埋立中,千葉県柏市富里
富里町一般廃棄物最終処分場,"[139.967514, 35.852676]",富里町(千葉県),100,平地,破砕ごみ・中間処理残査・焼却残渣,12000,埋立中,千葉県柏市富里
大多喜町環境センター処分場,"[140.245407, 35.285179]",大多喜町(千葉県),100,山間,不燃ごみ・焼却残渣,3400,埋立終了,千葉県夷隅郡大多喜町
御宿町塵芥処理場埋立地,"[140.348618, 35.191666]",御宿町(千葉県),84,山間,不燃ごみ・焼却残渣,63855,埋立中,千葉県夷隅郡御宿町
天津小湊町一般廃棄物最終処分場,"[140.161972, 35.141487]",天津小湊町(千葉県),22,平地,不燃ごみ・その他・焼却残渣,10420,埋立中,千葉県鴨川市天津
天津小湊町灰拾場,"[140.161972, 35.141487]",天津小湊町(千葉県),100,平地,不燃ごみ・焼却残渣,6944,埋立終了,千葉県鴨川市天津
鋸南地区環境衛生組合宮本一般廃棄物最終処分場,"[139.835541, 35.111038]",鋸南地区環境衛生組合(千葉県),97,山間,破砕ごみ・中間処理残査・焼却残渣,20959,埋立終了,千葉県安房郡鋸南町
鋸南地区環境衛生組合青木山一般廃棄物最終処分場,"[139.835541, 35.111038]",鋸南地区環境衛生組合(千葉県),4,山間,破砕ごみ・中間処理残査・焼却残渣,30000,埋立中,千葉県安房郡鋸南町
佐倉市、酒々井町清掃組合酒々井リサイクル文化センター第２期最終処分場,"[140.223969, 35.723492]",佐倉市、酒々井町清掃組合(千葉県),47,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,251000,埋立中,千葉県佐倉市
佐倉市、酒々井町清掃組合酒々井リサイクル文化センター最終処分場,"[140.223969, 35.723492]",佐倉市、酒々井町清掃組合(千葉県),100,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,118000,埋立中,千葉県佐倉市
東総塵芥処理組合東総グリーンパーク,"[140.037018, 35.100498]",東総塵芥処理組合(千葉県),22,山間,破砕ごみ・中間処理残査・焼却残渣,153100,埋立中,千葉県鴨川市東
東総塵芥処理組合一般廃棄物最終処分場,"[140.037018, 35.100498]",東総塵芥処理組合(千葉県),100,山間,直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,93654,埋立中,千葉県鴨川市東
